0.0000;-5.121239783928911
0.0020;-3.866576433606941
0.0040;-5.7155540025024765
0.0060;-10.205928098391633
0.0080;-9.80971861934259
0.0100;-9.87575353251743
0.0120;-7.597549027985432
0.0140;-3.6024367809075786
0.0160;2.6048450575274327
0.0180;5.2792590411084745
0.0200;3.6944211249123016
0.0220;3.6944211249123016
0.0240;1.6803562730796648
0.0260;0.7558674886318972
0.0280;0.8219024018067378
0.0300;0.3266405529954337
0.0320;-0.5978482314523339
0.0340;-1.2581973632007395
0.0360;-1.6213893856623625
0.0380;-1.555354472487522
0.0400;-0.7629355143894353
0.0420;-0.4987958616900731
0.0440;3.892525864436823
0.0460;6.401852565080764
0.0480;5.015119388409112
0.0500;2.2746704916532297
0.0520;-3.3052796716207964
0.0540;-5.748571459089897
0.0560;-7.333409375286069
0.0580;-10.073858272041953
0.0600;-7.861688680684794
0.0620;-5.946676198614418
0.0640;-8.58807272560804
0.0660;-6.838147526474765
0.0680;-9.677648792992908
0.0700;-10.701189947202938
0.0720;-3.899593890194361
0.0740;-6.078746024964099
0.0760;-5.286327066866012
0.0780;-4.95615250099181
0.0800;-12.715254799035574
0.0820;-13.37560393078398
0.0840;-12.120940580462008
0.0860;-15.488721152378877
0.0880;-16.94148924222537
0.0900;-15.455703695791456
0.0920;-14.630267281105949
0.0940;-15.851913174840499
0.0960;-16.413209936826643
0.0980;-13.771813409833022
0.1000;-9.116352031006764
0.1020;-6.739095156712505
0.1040;-8.059793420209315
0.1060;-6.805130069887345
0.1080;-4.592960478530187
0.1100;-2.314755973998188
0.1120;1.0860420545061
0.1140;-2.413808343760449
0.1160;-7.696601397747693
0.1180;-10.073858272041953
0.1200;-10.93231214331488
0.1220;-10.668172490615516
0.1240;-12.21999295022427
0.1260;-10.569120120853256
0.1280;-12.286027863399111
0.1300;-16.512262306588905
0.1320;-13.045429364909777
0.1340;-14.49819745475627
0.1360;-15.752860805078239
0.1380;-11.988870754112328
0.1400;-13.44163884395882
0.1420;-17.13959398174989
0.1440;-20.243234900967398
0.1460;-17.17261143833731
0.1480;-17.00752415540021
0.1500;-20.144182531205136
0.1520;-15.455703695791456
0.1540;-20.012112704855454
0.1560;-18.559344615008964
0.1580;-14.828372020630471
0.1600;-23.776102755821366
0.1620;-21.332810968352266
0.1640;-32.459693838312894
0.1660;-39.69051683095794
0.1680;-29.455105288857652
0.1700;-35.89350932340461
0.1720;-35.53031730094298
0.1740;-29.554157658619914
0.1760;-32.36064146855064
0.1780;-34.539793603320376
0.1800;-31.072960661641247
0.1820;-28.464581591235046
0.1840;-29.950367137668955
0.1860;-23.809120212408786
0.1880;-20.111165074617716
0.1900;-15.71984334849082
0.1920;-12.352062776573952
0.1940;-14.828372020630471
0.1960;-14.432162541581429
0.1980;-19.38478102969447
0.2000;-19.021589007232848
0.2020;-17.535803460798935
0.2040;-18.26218750572218
0.2060;-14.267075258644327
0.2080;-11.658696188238125
0.2100;-7.696601397747693
0.2120;-6.640042786950244
0.2140;-9.677648792992908
0.2160;-15.422686239204037
0.2180;-16.347175023651804
0.2200;-13.936900692770124
0.2220;-12.781289712210414
0.2240;-3.3052796716207964
0.2260;-3.5694193243201586
0.2280;-13.34258647419656
0.2300;-15.125529129917254
0.2320;-11.493608905301024
0.2340;-8.852212378307403
0.2360;-11.295504165776503
0.2380;-11.889818384350066
0.2400;-14.267075258644327
0.2420;-16.97450669881279
0.2440;-22.752561601611337
0.2460;-29.29001800592055
0.2480;-25.82318506424142
0.2500;-24.832661366618815
0.2520;-21.002636402478064
0.2540;-18.49330970183412
0.2560;-19.48383339945673
0.2580;-16.94148924222537
0.2600;-23.445928189947164
0.2620;-22.818596514786176
0.2640;-19.054606463820267
0.2660;-20.144182531205136
0.2680;-17.27166380809957
0.2700;-18.856501724295743
0.2720;-20.210217444379975
0.2740;-28.365529221472784
0.2760;-31.73330979338965
0.2780;-27.9032848292489
0.2800;-32.49271129490032
0.2820;-30.973908291878985
0.2840;-27.441040437025016
0.2860;-26.48353419598983
0.2880;-30.14847187719348
0.2900;-32.228571642200954
0.2920;-26.78069130527661
0.2940;-28.629668874172147
0.2960;-24.63455662709429
0.2980;-20.078147618030293
0.3000;-26.186377086703047
0.3020;-26.384481826227567
0.3040;-26.51655165257725
0.3060;-24.898696279793654
0.3080;-20.243234900967398
0.3100;-20.276252357554817
0.3120;-21.101688772240323
0.3140;-26.91276113162629
0.3160;-36.38877117221591
0.3180;-42.46398318430124
0.3200;-36.45480608539075
0.3220;-21.068671315652903
0.3240;-11.625678731650705
0.3260;-13.705778496658182
0.3280;-18.39425733207186
0.3300;-17.535803460798935
0.3320;-21.62996807763905
0.3340;-22.521439405499397
0.3360;-14.993459303567573
0.3380;-12.616202429273313
0.3400;-10.767224860377778
0.3420;-13.54069121372108
0.3440;-17.733908200323455
0.3460;-15.191564043092095
0.3480;-13.27655156102172
0.3500;-12.583184972685894
0.3520;-12.913359538560096
0.3540;-12.15395803704943
0.3560;-12.418097689748791
0.3580;-13.54069121372108
0.3600;-12.715254799035574
0.3620;-10.337997924741314
0.3640;-8.918247291482242
0.3660;-13.738795953245603
0.3680;-11.559643818475864
0.3700;-10.800242316965198
0.3720;-14.729319650868211
0.3740;-11.955853297524907
0.3760;-14.76233710745563
0.3780;-13.969918149357545
0.3800;-13.078446821497197
0.3820;-17.9650303964354
0.3840;-18.064082766197657
0.3860;-21.431863338114525
0.3880;-23.941190038758467
0.3900;-21.86109027375099
0.3920;-19.51685085604415
0.3940;-15.422686239204037
0.3960;-17.799943113498298
0.3980;-24.07325986510815
0.4000;-22.818596514786176
0.4020;-19.18667629016995
0.4040;-16.710367046113426
0.4060;-15.488721152378877
0.4080;-17.634855830561193
0.4100;-18.460292245246702
